id,stage,winning_character
148693,CORNERIA,FOX
148694,KONGO_JUNGLE_N64,FOX
148695,RAINBOW_CRUISE,FOX
148696,BRINSTAR,FOX
148697,YOSHIS_STORY,MARTH
148698,DREAMLAND,FOX
148699,FOUNTAIN_OF_DREAMS,MARTH
148700,FINAL_DESTINATION,MARTH
148701,FINAL_DESTINATION,MARTH
148702,POKEMON_STADIUM,MARTH
148703,DREAMLAND,FOX
148704,BATTLEFIELD,MARTH
148705,FOUNTAIN_OF_DREAMS,MARTH
148706,YOSHIS_STORY,FOX
148707,BATTLEFIELD,FOX
148708,POKEMON_STADIUM,FOX
148709,FINAL_DESTINATION,FOX
148710,DREAMLAND,MARTH
148711,BATTLEFIELD,FOX
148712,POKEMON_STADIUM,FOX
148713,YOSHIS_STORY,FOX
148714,FOUNTAIN_OF_DREAMS,MARTH
148715,FINAL_DESTINATION,MARTH
148716,DREAMLAND,MARTH
148717,BATTLEFIELD,FOX
148718,BATTLEFIELD,MARTH
148719,POKEMON_STADIUM,MARTH
148720,FOUNTAIN_OF_DREAMS,MARTH
148721,YOSHIS_STORY,MARTH
148722,POKEMON_STADIUM,MARTH
148723,POKEMON_STADIUM,MARTH
148724,FINAL_DESTINATION,MARTH
148725,FOUNTAIN_OF_DREAMS,FOX
148726,DREAMLAND,FOX
148727,POKEMON_STADIUM,MARTH
148728,POKEMON_STADIUM,FOX
148729,POKEMON_STADIUM,MARTH
148730,FOUNTAIN_OF_DREAMS,FOX
148731,DREAMLAND,MARTH
148732,BATTLEFIELD,FOX
148733,POKEMON_STADIUM,MARTH
148734,BATTLEFIELD,FOX
148735,FOUNTAIN_OF_DREAMS,FOX
148736,FINAL_DESTINATION,FOX
148737,DREAMLAND,FOX
148738,BATTLEFIELD,FOX
148739,POKEMON_STADIUM,FOX
148740,YOSHIS_STORY,MARTH
148741,BATTLEFIELD,MARTH
148742,FINAL_DESTINATION,FOX
148743,FOUNTAIN_OF_DREAMS,FOX
148744,DREAMLAND,MARTH
148745,BATTLEFIELD,MARTH
148746,POKEMON_STADIUM,MARTH
148747,BATTLEFIELD,FOX
148748,FINAL_DESTINATION,MARTH
148749,DREAMLAND,FOX
148750,FINAL_DESTINATION,MARTH
148751,YOSHIS_STORY,FOX
148752,FOUNTAIN_OF_DREAMS,MARTH
148753,POKEMON_STADIUM,MARTH
148754,POKEMON_STADIUM,FOX
148755,DREAMLAND,MARTH
148756,DREAMLAND,FOX
148757,POKEMON_STADIUM,MARTH
148758,FINAL_DESTINATION,FOX
148759,YOSHIS_STORY,FOX
148760,FINAL_DESTINATION,FOX
148761,BATTLEFIELD,FOX
148762,FOUNTAIN_OF_DREAMS,FOX
148763,BATTLEFIELD,FOX
148764,FINAL_DESTINATION,FOX
148765,YOSHIS_STORY,FOX
148766,DREAMLAND,MARTH
148767,BATTLEFIELD,FOX
148768,FOUNTAIN_OF_DREAMS,FOX
148769,POKEMON_STADIUM,MARTH
148770,FOUNTAIN_OF_DREAMS,MARTH
148771,YOSHIS_STORY,MARTH
148772,POKEMON_STADIUM,MARTH
148773,FOUNTAIN_OF_DREAMS,MARTH
148774,BATTLEFIELD,FOX
148775,YOSHIS_STORY,MARTH
148776,DREAMLAND,MARTH
148777,POKEMON_STADIUM,MARTH
148778,FOUNTAIN_OF_DREAMS,MARTH
148779,FINAL_DESTINATION,MARTH
148780,FINAL_DESTINATION,MARTH
148781,DREAMLAND,FOX
148782,FOUNTAIN_OF_DREAMS,MARTH
148783,POKEMON_STADIUM,MARTH
148784,FOUNTAIN_OF_DREAMS,MARTH
148785,FINAL_DESTINATION,MARTH
148786,YOSHIS_STORY,MARTH
148787,FINAL_DESTINATION,MARTH
148788,DREAMLAND,MARTH
148789,POKEMON_STADIUM,FOX
148790,FOUNTAIN_OF_DREAMS,MARTH
148791,BATTLEFIELD,MARTH
148792,BATTLEFIELD,MARTH
148793,FOUNTAIN_OF_DREAMS,FOX
148794,DREAMLAND,MARTH
148795,POKEMON_STADIUM,MARTH
148796,FINAL_DESTINATION,FOX
148797,YOSHIS_STORY,FOX
148798,FINAL_DESTINATION,MARTH
148799,DREAMLAND,FOX
148800,YOSHIS_STORY,MARTH
148801,FOUNTAIN_OF_DREAMS,MARTH
148802,BATTLEFIELD,MARTH
148803,POKEMON_STADIUM,MARTH
148804,DREAMLAND,MARTH
148805,YOSHIS_STORY,FOX
148806,YOSHIS_STORY,MARTH
148807,DREAMLAND,MARTH
148808,FOUNTAIN_OF_DREAMS,MARTH
148809,BATTLEFIELD,MARTH
148810,FINAL_DESTINATION,FOX
148811,POKEMON_STADIUM,FOX
148812,BATTLEFIELD,FOX
148813,POKEMON_STADIUM,MARTH
148814,YOSHIS_STORY,FOX
148815,FOUNTAIN_OF_DREAMS,MARTH
148816,DREAMLAND,MARTH
148817,FINAL_DESTINATION,MARTH
148818,POKEMON_STADIUM,MARTH
148819,BATTLEFIELD,MARTH
148820,YOSHIS_STORY,FOX
148821,DREAMLAND,FOX
148822,FOUNTAIN_OF_DREAMS,FOX
148823,FOUNTAIN_OF_DREAMS,MARTH
148824,FOUNTAIN_OF_DREAMS,MARTH
148825,POKEMON_STADIUM,MARTH
148826,DREAMLAND,MARTH
148827,BATTLEFIELD,MARTH
148828,DREAMLAND,FOX
148829,FOUNTAIN_OF_DREAMS,MARTH
148830,YOSHIS_STORY,MARTH
148831,YOSHIS_STORY,FOX
148832,FINAL_DESTINATION,MARTH
148833,FINAL_DESTINATION,FOX
148834,BATTLEFIELD,FOX
148835,FINAL_DESTINATION,FOX
148836,DREAMLAND,FOX
148837,FOUNTAIN_OF_DREAMS,MARTH
148838,DREAMLAND,MARTH
148839,POKEMON_STADIUM,MARTH
148840,BATTLEFIELD,MARTH
148841,DREAMLAND,FOX
148842,BATTLEFIELD,FOX
148843,FINAL_DESTINATION,MARTH
148844,FOUNTAIN_OF_DREAMS,MARTH
148845,BATTLEFIELD,MARTH
148846,BATTLEFIELD,FOX
148847,POKEMON_STADIUM,MARTH
148848,YOSHIS_STORY,MARTH
148849,BATTLEFIELD,FOX
148850,FINAL_DESTINATION,FOX
148851,FOUNTAIN_OF_DREAMS,FOX
148852,DREAMLAND,MARTH
148853,DREAMLAND,MARTH
148854,YOSHIS_STORY,MARTH
148855,FINAL_DESTINATION,FOX
148856,FOUNTAIN_OF_DREAMS,MARTH
148857,BATTLEFIELD,MARTH
148858,YOSHIS_STORY,FOX
148859,DREAMLAND,MARTH
148860,POKEMON_STADIUM,FOX
148861,FOUNTAIN_OF_DREAMS,FOX
148862,BATTLEFIELD,FOX
148863,FOUNTAIN_OF_DREAMS,FOX
148864,POKEMON_STADIUM,MARTH
148865,FINAL_DESTINATION,MARTH
148866,DREAMLAND,FOX
148867,FOUNTAIN_OF_DREAMS,FOX
148868,BATTLEFIELD,MARTH
148869,POKEMON_STADIUM,MARTH
148870,FINAL_DESTINATION,FOX
148871,DREAMLAND,FOX
148872,YOSHIS_STORY,MARTH
148873,BATTLEFIELD,MARTH
148874,FOUNTAIN_OF_DREAMS,MARTH
148875,BATTLEFIELD,MARTH
148876,POKEMON_STADIUM,FOX
148877,FOUNTAIN_OF_DREAMS,FOX
148878,FINAL_DESTINATION,FOX
148879,BATTLEFIELD,MARTH
148880,POKEMON_STADIUM,MARTH
148881,YOSHIS_STORY,FOX
148882,YOSHIS_STORY,MARTH
148883,FINAL_DESTINATION,MARTH
148884,POKEMON_STADIUM,FOX
148885,FINAL_DESTINATION,FOX
148886,DREAMLAND,FOX
148887,YOSHIS_STORY,MARTH
148888,FINAL_DESTINATION,MARTH
148889,FOUNTAIN_OF_DREAMS,MARTH
148890,BATTLEFIELD,FOX
148891,DREAMLAND,MARTH
148892,FINAL_DESTINATION,FOX
148893,POKEMON_STADIUM,FOX
148894,YOSHIS_STORY,MARTH
148895,YOSHIS_STORY,FOX
148896,BATTLEFIELD,MARTH
148897,FOUNTAIN_OF_DREAMS,MARTH
148898,YOSHIS_STORY,FOX
148899,POKEMON_STADIUM,FOX
148900,FOUNTAIN_OF_DREAMS,FOX
148901,FINAL_DESTINATION,FOX
148902,BATTLEFIELD,MARTH
148903,POKEMON_STADIUM,FOX
148904,BATTLEFIELD,MARTH
148905,FINAL_DESTINATION,MARTH
148906,FOUNTAIN_OF_DREAMS,MARTH
148907,DREAMLAND,FOX
148908,POKEMON_STADIUM,FOX
148909,DREAMLAND,MARTH
148910,BATTLEFIELD,MARTH
148911,BATTLEFIELD,FOX
148912,FINAL_DESTINATION,FOX
148913,YOSHIS_STORY,MARTH
148914,POKEMON_STADIUM,FOX
148915,FOUNTAIN_OF_DREAMS,MARTH
148916,DREAMLAND,MARTH
148917,FINAL_DESTINATION,MARTH
148918,FOUNTAIN_OF_DREAMS,MARTH
148919,YOSHIS_STORY,FOX
148920,YOSHIS_STORY,FOX
148921,POKE_FLOATS,MARTH
148922,POKEMON_STADIUM,FOX
148923,FOUNTAIN_OF_DREAMS,MARTH
148924,FINAL_DESTINATION,FOX
148925,BATTLEFIELD,FOX
148926,DREAMLAND,MARTH
148927,POKEMON_STADIUM,FOX
148928,YOSHIS_STORY,MARTH
148929,BATTLEFIELD,FOX
148930,FOUNTAIN_OF_DREAMS,FOX
148931,YOSHIS_STORY,FOX
148932,DREAMLAND,FOX
148933,BATTLEFIELD,MARTH
148934,POKEMON_STADIUM,MARTH
148935,POKEMON_STADIUM,MARTH
148936,BATTLEFIELD,MARTH
148937,FOUNTAIN_OF_DREAMS,FOX
148938,YOSHIS_STORY,FOX
148939,FINAL_DESTINATION,FOX
148940,YOSHIS_STORY,FOX
148941,FINAL_DESTINATION,FOX
148942,DREAMLAND,MARTH
148943,POKEMON_STADIUM,FOX
148944,DREAMLAND,MARTH
148945,FOUNTAIN_OF_DREAMS,FOX
148946,POKEMON_STADIUM,MARTH
148947,FINAL_DESTINATION,MARTH
148948,YOSHIS_STORY,MARTH
148949,BATTLEFIELD,MARTH
148950,YOSHIS_STORY,MARTH
148951,POKEMON_STADIUM,FOX
148952,FINAL_DESTINATION,MARTH
148953,BATTLEFIELD,MARTH
148954,BATTLEFIELD,MARTH
148955,FOUNTAIN_OF_DREAMS,MARTH
148956,DREAMLAND,MARTH
148957,POKEMON_STADIUM,FOX
148958,YOSHIS_STORY,FOX
148959,FOUNTAIN_OF_DREAMS,FOX
148960,BATTLEFIELD,FOX
148961,FINAL_DESTINATION,MARTH
148962,POKEMON_STADIUM,FOX
148963,POKEMON_STADIUM,MARTH
148964,FINAL_DESTINATION,FOX
148965,FOUNTAIN_OF_DREAMS,FOX
148966,FINAL_DESTINATION,FOX
148967,YOSHIS_STORY,FOX
148968,YOSHIS_STORY,MARTH
148969,POKEMON_STADIUM,MARTH
148970,FOUNTAIN_OF_DREAMS,MARTH
148971,FINAL_DESTINATION,MARTH
148972,BATTLEFIELD,MARTH
148973,POKEMON_STADIUM,FOX
148974,DREAMLAND,MARTH
148975,YOSHIS_STORY,MARTH
148976,FOUNTAIN_OF_DREAMS,MARTH
148977,POKEMON_STADIUM,FOX
148978,BATTLEFIELD,MARTH
148979,DREAMLAND,MARTH
148980,YOSHIS_STORY,FOX
148981,FINAL_DESTINATION,MARTH
148982,YOSHIS_STORY,MARTH
148983,BATTLEFIELD,FOX
148984,FINAL_DESTINATION,MARTH
148985,FOUNTAIN_OF_DREAMS,MARTH
148986,BATTLEFIELD,FOX
148987,FOUNTAIN_OF_DREAMS,FOX
148988,POKEMON_STADIUM,MARTH
148989,FINAL_DESTINATION,FOX
148990,DREAMLAND,MARTH
148991,FINAL_DESTINATION,MARTH
148992,BATTLEFIELD,MARTH
148993,YOSHIS_STORY,MARTH
148994,DREAMLAND,FOX
148995,FINAL_DESTINATION,FOX
148996,POKEMON_STADIUM,MARTH
148997,FINAL_DESTINATION,FOX
148998,POKEMON_STADIUM,FOX
148999,BATTLEFIELD,FOX
149000,YOSHIS_STORY,MARTH
149001,YOSHIS_STORY,FOX
149002,DREAMLAND,MARTH
149003,POKEMON_STADIUM,FOX
149004,FINAL_DESTINATION,FOX
149005,FOUNTAIN_OF_DREAMS,FOX
149006,POKEMON_STADIUM,FOX
149007,DREAMLAND,MARTH
149008,FINAL_DESTINATION,FOX
149009,BATTLEFIELD,FOX
149010,YOSHIS_STORY,FOX
149011,FINAL_DESTINATION,MARTH
149012,FOUNTAIN_OF_DREAMS,FOX
149013,POKEMON_STADIUM,FOX
149014,FOUNTAIN_OF_DREAMS,MARTH
149015,DREAMLAND,MARTH
149016,POKEMON_STADIUM,FOX
149017,POKEMON_STADIUM,FOX
149018,DREAMLAND,FOX
149019,YOSHIS_STORY,FOX
149020,FOUNTAIN_OF_DREAMS,FOX
149021,BATTLEFIELD,MARTH
149022,DREAMLAND,MARTH
149023,FOUNTAIN_OF_DREAMS,FOX
149024,FINAL_DESTINATION,FOX
149025,FINAL_DESTINATION,MARTH
149026,DREAMLAND,MARTH
149027,FOUNTAIN_OF_DREAMS,MARTH
149028,DREAMLAND,FOX
149029,POKEMON_STADIUM,FOX
149030,BATTLEFIELD,FOX
149031,YOSHIS_STORY,FOX
149032,FOUNTAIN_OF_DREAMS,MARTH
149033,POKEMON_STADIUM,MARTH
149034,POKEMON_STADIUM,MARTH
149035,FOUNTAIN_OF_DREAMS,FOX
149036,BATTLEFIELD,MARTH
149037,YOSHIS_STORY,FOX
149038,POKEMON_STADIUM,FOX
149039,DREAMLAND,MARTH
149040,FINAL_DESTINATION,MARTH
149041,YOSHIS_STORY,FOX
149042,FINAL_DESTINATION,MARTH
149043,DREAMLAND,FOX
149044,FOUNTAIN_OF_DREAMS,MARTH
149045,POKEMON_STADIUM,FOX
149046,BATTLEFIELD,MARTH
149047,FOUNTAIN_OF_DREAMS,FOX
149048,FINAL_DESTINATION,MARTH
149049,DREAMLAND,FOX
149050,BATTLEFIELD,MARTH
149051,DREAMLAND,FOX
149052,FINAL_DESTINATION,MARTH
149053,POKEMON_STADIUM,MARTH
149054,YOSHIS_STORY,MARTH
149055,BATTLEFIELD,MARTH
149056,FINAL_DESTINATION,FOX
149057,POKEMON_STADIUM,FOX
149058,YOSHIS_STORY,MARTH
149059,DREAMLAND,FOX
149060,FOUNTAIN_OF_DREAMS,FOX
149061,DREAMLAND,FOX
149062,FINAL_DESTINATION,FOX
149063,POKEMON_STADIUM,FOX
149064,YOSHIS_STORY,MARTH
149065,POKEMON_STADIUM,MARTH
149066,BATTLEFIELD,MARTH
149067,DREAMLAND,MARTH
149068,FOUNTAIN_OF_DREAMS,MARTH
149069,FOUNTAIN_OF_DREAMS,MARTH
149070,BATTLEFIELD,MARTH
149071,FINAL_DESTINATION,MARTH
149072,DREAMLAND,MARTH
149073,FOUNTAIN_OF_DREAMS,MARTH
149074,POKEMON_STADIUM,MARTH
149075,FINAL_DESTINATION,MARTH
149076,YOSHIS_STORY,MARTH
149077,DREAMLAND,FOX
149078,BATTLEFIELD,MARTH
149079,FOUNTAIN_OF_DREAMS,MARTH
149080,POKEMON_STADIUM,MARTH
149081,YOSHIS_STORY,MARTH
149082,FINAL_DESTINATION,MARTH
149083,YOSHIS_STORY,MARTH
149084,DREAMLAND,MARTH
149085,FINAL_DESTINATION,FOX
149086,POKEMON_STADIUM,MARTH
149087,YOSHIS_STORY,FOX
149088,DREAMLAND,MARTH
149089,BATTLEFIELD,MARTH
149090,FOUNTAIN_OF_DREAMS,MARTH
149091,YOSHIS_STORY,MARTH
149092,FOUNTAIN_OF_DREAMS,FOX
149093,BATTLEFIELD,MARTH
149094,YOSHIS_STORY,FOX
149095,DREAMLAND,FOX
149096,POKEMON_STADIUM,FOX
149097,YOSHIS_STORY,MARTH
149098,DREAMLAND,MARTH
149099,BATTLEFIELD,FOX
149100,FINAL_DESTINATION,FOX
149101,POKEMON_STADIUM,MARTH
149102,FOUNTAIN_OF_DREAMS,FOX
149103,DREAMLAND,FOX
149104,POKEMON_STADIUM,FOX
149105,BATTLEFIELD,MARTH
149106,POKEMON_STADIUM,MARTH
149107,BATTLEFIELD,MARTH
149108,FOUNTAIN_OF_DREAMS,MARTH
149109,DREAMLAND,MARTH
149110,YOSHIS_STORY,FOX
149111,FINAL_DESTINATION,MARTH
149112,DREAMLAND,MARTH
149113,BATTLEFIELD,MARTH
149114,YOSHIS_STORY,FOX
149115,FOUNTAIN_OF_DREAMS,MARTH
149116,FINAL_DESTINATION,MARTH
149117,POKEMON_STADIUM,FOX
149118,POKEMON_STADIUM,MARTH
149119,FINAL_DESTINATION,FOX
149120,DREAMLAND,FOX
149121,YOSHIS_STORY,FOX
149122,DREAMLAND,MARTH
149123,POKEMON_STADIUM,FOX
149124,BATTLEFIELD,FOX
149125,POKEMON_STADIUM,FOX
149126,FOUNTAIN_OF_DREAMS,MARTH
149127,YOSHIS_STORY,MARTH
149128,FINAL_DESTINATION,MARTH
149129,FOUNTAIN_OF_DREAMS,MARTH
149130,BATTLEFIELD,MARTH
149131,DREAMLAND,FOX
149132,DREAMLAND,MARTH
149133,FINAL_DESTINATION,MARTH
149134,YOSHIS_STORY,MARTH
149135,FOUNTAIN_OF_DREAMS,FOX
149136,FINAL_DESTINATION,FOX
149137,POKEMON_STADIUM,FOX
149138,FOUNTAIN_OF_DREAMS,FOX
149139,FINAL_DESTINATION,FOX
149140,BATTLEFIELD,MARTH
149141,POKEMON_STADIUM,MARTH
149142,DREAMLAND,FOX
149143,BATTLEFIELD,FOX
149144,FOUNTAIN_OF_DREAMS,FOX
149145,POKEMON_STADIUM,MARTH
149146,YOSHIS_STORY,FOX
149147,YOSHIS_STORY,MARTH
149148,BATTLEFIELD,FOX
149149,DREAMLAND,MARTH
149150,FINAL_DESTINATION,MARTH
149151,BATTLEFIELD,FOX
149152,YOSHIS_STORY,FOX
149153,DREAMLAND,MARTH
149154,POKEMON_STADIUM,FOX
149155,FOUNTAIN_OF_DREAMS,FOX
149156,FINAL_DESTINATION,FOX
149157,YOSHIS_STORY,MARTH
149158,FOUNTAIN_OF_DREAMS,MARTH
149159,DREAMLAND,FOX
149160,FINAL_DESTINATION,FOX
149161,POKEMON_STADIUM,FOX
149162,BATTLEFIELD,FOX
149163,DREAMLAND,FOX
149164,DREAMLAND,MARTH
149165,BATTLEFIELD,FOX
149166,POKEMON_STADIUM,FOX
149167,YOSHIS_STORY,MARTH
149168,FOUNTAIN_OF_DREAMS,FOX
149169,FOUNTAIN_OF_DREAMS,FOX
149170,FINAL_DESTINATION,FOX
149171,DREAMLAND,FOX
149172,BATTLEFIELD,FOX
149173,FINAL_DESTINATION,FOX
149174,YOSHIS_STORY,FOX
149175,POKEMON_STADIUM,FOX
149176,DREAMLAND,MARTH
149177,YOSHIS_STORY,FOX
149178,BATTLEFIELD,MARTH
149179,BATTLEFIELD,FOX
149180,BATTLEFIELD,FOX
149181,DREAMLAND,MARTH
149182,FINAL_DESTINATION,FOX
149183,FOUNTAIN_OF_DREAMS,MARTH
149184,POKEMON_STADIUM,MARTH
149185,FINAL_DESTINATION,FOX
149186,FINAL_DESTINATION,FOX
149187,POKEMON_STADIUM,FOX
149188,FOUNTAIN_OF_DREAMS,FOX
149189,DREAMLAND,FOX
149190,YOSHIS_STORY,MARTH
149191,FINAL_DESTINATION,MARTH
149192,YOSHIS_STORY,FOX
149193,FOUNTAIN_OF_DREAMS,MARTH
149194,POKEMON_STADIUM,MARTH
149195,FINAL_DESTINATION,FOX
149196,BATTLEFIELD,MARTH
149197,DREAMLAND,MARTH
149198,DREAMLAND,MARTH
149199,POKEMON_STADIUM,FOX
149200,BATTLEFIELD,FOX
149201,YOSHIS_STORY,FOX
149202,FOUNTAIN_OF_DREAMS,MARTH
149203,POKEMON_STADIUM,MARTH
149204,FOUNTAIN_OF_DREAMS,FOX
149205,FINAL_DESTINATION,MARTH
149206,POKEMON_STADIUM,MARTH
149207,POKEMON_STADIUM,MARTH
149208,FOUNTAIN_OF_DREAMS,FOX
149209,FINAL_DESTINATION,MARTH
149210,BATTLEFIELD,MARTH
149211,DREAMLAND,FOX
149212,YOSHIS_STORY,FOX
149213,DREAMLAND,FOX
149214,YOSHIS_STORY,FOX
149215,POKEMON_STADIUM,FOX
149216,FINAL_DESTINATION,FOX
149217,FOUNTAIN_OF_DREAMS,FOX
149218,FINAL_DESTINATION,MARTH
149219,DREAMLAND,MARTH
149220,POKEMON_STADIUM,MARTH
149221,YOSHIS_STORY,FOX
149222,FOUNTAIN_OF_DREAMS,MARTH
149223,BATTLEFIELD,MARTH
149224,BATTLEFIELD,MARTH
149225,YOSHIS_STORY,MARTH
149226,DREAMLAND,MARTH
149227,FOUNTAIN_OF_DREAMS,MARTH
149228,FINAL_DESTINATION,MARTH
149229,POKEMON_STADIUM,MARTH
149230,FINAL_DESTINATION,FOX
149231,DREAMLAND,FOX
149232,FINAL_DESTINATION,MARTH
149233,POKEMON_STADIUM,FOX
149234,YOSHIS_STORY,FOX
149235,BATTLEFIELD,FOX
149236,DREAMLAND,FOX
149237,BATTLEFIELD,FOX
149238,DREAMLAND,FOX
149239,FINAL_DESTINATION,FOX
149240,POKEMON_STADIUM,MARTH
149241,FOUNTAIN_OF_DREAMS,FOX
149242,YOSHIS_STORY,FOX
149243,FOUNTAIN_OF_DREAMS,FOX
149244,BATTLEFIELD,FOX
149245,DREAMLAND,MARTH
149246,YOSHIS_STORY,FOX
149247,FINAL_DESTINATION,FOX
149248,POKEMON_STADIUM,MARTH
149249,DREAMLAND,FOX
149250,FOUNTAIN_OF_DREAMS,FOX
149251,YOSHIS_STORY,MARTH
149252,YOSHIS_STORY,MARTH
149253,BATTLEFIELD,MARTH
149254,FINAL_DESTINATION,MARTH
149255,POKEMON_STADIUM,MARTH
149256,DREAMLAND,FOX
149257,FOUNTAIN_OF_DREAMS,MARTH
149258,POKEMON_STADIUM,MARTH
149259,BATTLEFIELD,MARTH
149260,FOUNTAIN_OF_DREAMS,FOX
149261,POKEMON_STADIUM,FOX
149262,FINAL_DESTINATION,MARTH
149263,BATTLEFIELD,MARTH
149264,YOSHIS_STORY,FOX
149265,FOUNTAIN_OF_DREAMS,MARTH
149266,DREAMLAND,MARTH
149267,BATTLEFIELD,MARTH
149268,POKEMON_STADIUM,FOX
149269,FINAL_DESTINATION,MARTH
149270,DREAMLAND,FOX
149271,YOSHIS_STORY,MARTH
149272,FOUNTAIN_OF_DREAMS,MARTH
149273,BATTLEFIELD,FOX
149274,YOSHIS_STORY,FOX
149275,POKEMON_STADIUM,MARTH
149276,POKEMON_STADIUM,MARTH
149277,BATTLEFIELD,MARTH
149278,POKEMON_STADIUM,FOX
149279,DREAMLAND,MARTH
149280,BATTLEFIELD,MARTH
149281,DREAMLAND,MARTH
149282,BATTLEFIELD,MARTH
149283,FOUNTAIN_OF_DREAMS,FOX
149284,FINAL_DESTINATION,FOX
149285,BATTLEFIELD,MARTH
149286,YOSHIS_STORY,MARTH
149287,POKEMON_STADIUM,MARTH
149288,FOUNTAIN_OF_DREAMS,MARTH
149289,FINAL_DESTINATION,MARTH
149290,DREAMLAND,MARTH
149291,FINAL_DESTINATION,MARTH
149292,DREAMLAND,MARTH
149293,POKEMON_STADIUM,MARTH
149294,DREAMLAND,MARTH
149295,BATTLEFIELD,MARTH
149296,YOSHIS_STORY,MARTH
149297,FOUNTAIN_OF_DREAMS,MARTH
149298,FINAL_DESTINATION,MARTH
149299,FOUNTAIN_OF_DREAMS,MARTH
149300,BATTLEFIELD,MARTH
149301,POKEMON_STADIUM,MARTH
149302,YOSHIS_STORY,FOX
149303,POKEMON_STADIUM,MARTH
149304,DREAMLAND,MARTH
149305,FINAL_DESTINATION,MARTH
149306,YOSHIS_STORY,MARTH
149307,POKEMON_STADIUM,MARTH
149308,DREAMLAND,MARTH
149309,BATTLEFIELD,MARTH
149310,FINAL_DESTINATION,MARTH
149311,FOUNTAIN_OF_DREAMS,MARTH
149312,DREAMLAND,FOX
149313,YOSHIS_STORY,FOX
149314,BATTLEFIELD,FOX
149315,DREAMLAND,FOX
149316,FOUNTAIN_OF_DREAMS,FOX
149317,FINAL_DESTINATION,FOX
149318,POKEMON_STADIUM,FOX
149319,DREAMLAND,FOX
149320,DREAMLAND,FOX
149321,DREAMLAND,FOX
149322,DREAMLAND,FOX
149323,FOUNTAIN_OF_DREAMS,MARTH
149324,DREAMLAND,FOX
149325,YOSHIS_STORY,MARTH
149326,YOSHIS_STORY,MARTH
149327,FINAL_DESTINATION,FOX
149328,BATTLEFIELD,FOX
149329,POKEMON_STADIUM,FOX
149330,BATTLEFIELD,MARTH
149331,YOSHIS_STORY,FOX
149332,FINAL_DESTINATION,MARTH
149333,POKEMON_STADIUM,MARTH
149334,BATTLEFIELD,MARTH
149335,FINAL_DESTINATION,MARTH
149336,DREAMLAND,MARTH
149337,FOUNTAIN_OF_DREAMS,MARTH
149338,BATTLEFIELD,FOX
149339,DREAMLAND,FOX
149340,YOSHIS_STORY,FOX
149341,FOUNTAIN_OF_DREAMS,FOX
149342,POKEMON_STADIUM,FOX
149343,FINAL_DESTINATION,FOX
149344,BATTLEFIELD,FOX
149345,FOUNTAIN_OF_DREAMS,MARTH
149346,POKEMON_STADIUM,MARTH
149347,YOSHIS_STORY,FOX
149348,BATTLEFIELD,MARTH
149349,DREAMLAND,FOX
149350,FINAL_DESTINATION,FOX
149351,YOSHIS_STORY,FOX
149352,POKEMON_STADIUM,FOX
149353,FOUNTAIN_OF_DREAMS,FOX
149354,YOSHIS_STORY,FOX
149355,POKEMON_STADIUM,MARTH
149356,FOUNTAIN_OF_DREAMS,FOX
149357,FINAL_DESTINATION,MARTH
149358,POKEMON_STADIUM,MARTH
149359,FOUNTAIN_OF_DREAMS,FOX
149360,YOSHIS_STORY,FOX
149361,YOSHIS_STORY,MARTH
149362,YOSHIS_STORY,MARTH
149363,DREAMLAND,MARTH
149364,YOSHIS_STORY,MARTH
149365,POKEMON_STADIUM,MARTH
149366,FINAL_DESTINATION,FOX
149367,YOSHIS_STORY,FOX
149368,POKEMON_STADIUM,MARTH
149369,POKEMON_STADIUM,FOX
149370,DREAMLAND,FOX
149371,BATTLEFIELD,MARTH
149372,YOSHIS_STORY,MARTH
149373,DREAMLAND,MARTH
149374,FINAL_DESTINATION,FOX
149375,DREAMLAND,MARTH
149376,YOSHIS_STORY,MARTH
149377,DREAMLAND,FOX
149378,YOSHIS_STORY,FOX
149379,POKEMON_STADIUM,FOX
149380,YOSHIS_STORY,FOX
149381,YOSHIS_STORY,FOX
149382,FOUNTAIN_OF_DREAMS,FOX
149383,POKEMON_STADIUM,FOX
149384,FINAL_DESTINATION,FOX
149385,BATTLEFIELD,FOX
149386,POKEMON_STADIUM,MARTH
149387,YOSHIS_STORY,FOX
149388,BATTLEFIELD,FOX
149389,POKEMON_STADIUM,MARTH
149390,YOSHIS_STORY,MARTH
149391,BATTLEFIELD,FOX
149392,FOUNTAIN_OF_DREAMS,FOX
149393,FINAL_DESTINATION,FOX
149394,POKEMON_STADIUM,FOX
149395,FOUNTAIN_OF_DREAMS,MARTH
149396,BATTLEFIELD,FOX
149397,FINAL_DESTINATION,MARTH
149398,BATTLEFIELD,FOX
149399,YOSHIS_STORY,FOX
149400,FOUNTAIN_OF_DREAMS,MARTH
149401,FINAL_DESTINATION,FOX
149402,FINAL_DESTINATION,MARTH
149403,DREAMLAND,MARTH
149404,FOUNTAIN_OF_DREAMS,MARTH
149405,POKEMON_STADIUM,FOX
149406,YOSHIS_STORY,MARTH
149407,FOUNTAIN_OF_DREAMS,FOX
149408,YOSHIS_STORY,FOX
149409,YOSHIS_STORY,FOX
149410,FINAL_DESTINATION,FOX
149411,FOUNTAIN_OF_DREAMS,MARTH
149412,BATTLEFIELD,FOX
149413,DREAMLAND,MARTH
149414,FINAL_DESTINATION,MARTH
149415,BATTLEFIELD,FOX
149416,DREAMLAND,FOX
